Id,Category,Sentence
2288,3,An intriguing look at the French film industry during the German occupation ; its most delightful moments come when various characters express their quirky inner selves .
8989,1,"Hart 's War seems to want to be a character study , but apparently ca n't quite decide which character ."
1121,3,"A superlative B movie -- funny , sexy , and rousing ."
1946,1,Like most movies about the pitfalls of bad behavior ... Circuit gets drawn into the party .
6816,4,"A sensitive , cultivated treatment of Greene 's work as well as a remarkably faithful one ."
3387,3,A four star performance from Kevin Kline who unfortunately works with a two star script .
1781,1,The movie does n't add anything fresh to the myth .
1166,3,The auteur 's ear for the way fears and slights are telegraphed in the most blithe exchanges gives the film its lingering tug .
9652,2,"I highly recommend Irwin , but not in the way this film showcases him ."
2226,1,That 's its first sign of trouble .
8606,2,Or that the battery on your watch has died .
1796,2,"Boy oh boy , it 's a howler ."
7725,2,Maybe Thomas Wolfe was right : You ca n't go home again .
10480,1,Eight Legged Freaks wo n't join the pantheon of great monster\/science fiction flicks that we have come to love ...
1253,2,The fourth in a series that I 'll bet most parents had thought -- hoped !
9304,1,"The gags , and the script , are a mixed bag ."
653,0,The whole mess boils down to a transparently hypocritical work that feels as though it 's trying to set the women 's liberation movement back 20 years . '
233,0,"To better understand why this did n't connect with me would require another viewing , and I wo n't be sitting through this one again ... that in itself is commentary enough ."
9254,3,"-LRB- Clooney 's -RRB- debut can be accused of being a bit undisciplined , but it has a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially the Coen brothers and Steven Soderbergh ."
4420,4,"This is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style ."
10147,2,This Scarlet 's letter is A. . .
11433,2,As Warren he stumbles in search of all the emotions and life experiences he 's neglected over the years .
447,2,It 's just a little too self-satisfied .
8319,0,Abysmally pathetic
10661,0,An incredibly irritating comedy about thoroughly vacuous people ... manages to embody the worst excesses of nouvelle vague without any of its sense of fun or energy .
11026,3,"Intelligent , caustic take on a great writer and dubious human being ."
7380,0,"Sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness ."
8043,4,This is an interesting movie ! ''
8607,1,"Allegiance to Chekhov , which director Michael Cacoyannis displays with somber earnestness in the new adaptation of The Cherry Orchard , is a particularly vexing handicap ."
3087,0,"McKay seems embarrassed by his own invention and tries to rush through the intermediary passages , apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service ."
7219,0,What a great shame that such a talented director as Chen Kaige has chosen to make his English-language debut with a film so poorly plotted and scripted .
7230,0,You expect more from director Michael Apted -LRB- Enigma -RRB- and screenwriter Nicholas Kazan -LRB- Reversal of Fortune -RRB- than this cliche pileup .
309,3,A charmer from Belgium .
11443,3,"This rich , bittersweet Israeli documentary , about the life of song-and-dance-man Pasach ` ke Burstein and his family , transcends ethnic lines ."
6318,3,"A B-movie you can sit through , enjoy on a certain level and then forget ."
2742,0,"Quite frankly , I ca n't see why any actor of talent would ever work in a McCulloch production again if they looked at how this movie turned out ."
7626,3,The film is full of charm .
6155,0,"Stupid , infantile , redundant , sloppy , over-the-top , and amateurish ."
5596,2,A very pretty after-school special .
9695,2,"For a debut film , Skin of Man , Heart of Beast feels unusually assured ."
7024,0,The comedy is nonexistent .
6902,1,"An unbelievably stupid film , though occasionally fun enough to make you forget its absurdity ."
11124,0,An extremely unpleasant film .
9699,1,"With a romantic comedy plotline straight from the ages , this Cinderella story does n't have a single surprise up its sleeve ."
9701,1,Charly comes off as emotionally manipulative and sadly imitative of innumerable past Love Story derisions .
10496,2,"This is n't a terrible film by any means , but it 's also far from being a realized work ."
2368,2,Films are made of little moments .
11139,3,The powder blues and sun-splashed whites of Tunis make an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs .
3503,1,"It sounds like another clever if pointless excursion into the abyss , and that 's more or less how it plays out ."
2472,0,An unfortunate title for a film that has nothing endearing about it .
2044,3,"A rather brilliant little cult item : a pastiche of children 's entertainment , superhero comics , and Japanese animation ."
7519,3,"We 've seen the hippie-turned-yuppie plot before , but there 's an enthusiastic charm in Fire that makes the formula fresh again ."
6804,1,"... expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape ."
2248,3,It 's a scorcher .
5678,3,"But once the falcon arrives in the skies above Manhattan , the adventure is on red alert ."
1360,4,"Writer-director David Jacobson and his star , Jeremy Renner , have made a remarkable film that explores the monster 's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted ."
5187,4,... a thoughtful what-if for the heart as well as the mind .
6711,1,Too bad Maggio could n't come up with a better script .
456,0,It 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy . '
9233,1,"It follows the Blair Witch formula for an hour , in which we 're told something creepy and vague is in the works , and then it goes awry in the final 30 minutes ."
11468,1,A fan film that for the uninitiated plays better on video with the sound turned down .
3918,3,"Smart and fun , but far more witty than it is wise ."
5745,0,You could easily mistake it for a sketchy work-in-progress that was inexplicably rushed to the megaplexes before its time .
9078,1,Nothing more than four or five mild chuckles surrounded by 86 minutes of overly-familiar and poorly-constructed comedy .
2724,1,"There are some fairly unsettling scenes , but they never succeed in really rattling the viewer ."
5664,3,"Meticulously mounted , exasperatingly well-behaved film , which ticks off Kahlo 's lifetime milestones with the dutiful precision of a tax accountant ."
2507,1,"Two big things are missing -- anything approaching a visceral kick , and anything approaching even a vague reason to sit through it all ."
